antecedents,consequents
"chocolate,pork,winered",coffee
"chocolate,spongecake,winered",coffee
"chocolate,coffee,spongecake",winered
"chocolate,veal,winered",coffee
"chocolate,winered,winewhite",coffee
"chocolate,coffee,winewhite",winered
"chocolate,orange,winered",flour
"chocolate,orange","flour,winered"
"chocolate,orange,winewhite",flour
"chocolate,pork,winered",flour
"chocolate,softdrink,winered",flour
"chocolate,softdrink","flour,winered"
"chocolate,spongecake,winered",flour
"chocolate,spongecake","flour,winered"
"chocolate,veal,winered",flour
"chocolate,veal","flour,winered"
"chocolate,winered,winewhite",flour
"cornflour,flour,winered",coffee
"cornflour,flour,winewhite",coffee
"coffee,cornflour,winewhite",flour
"cornflour,winered,winewhite",coffee
"flour,fruitjuice,winered",coffee
"coffee,flour,fruitjuice",winered
"coffee,fruitjuice,winered",flour
"coffee,fruitjuice","flour,winered"
"coffee,flour,grapefruit",winered
"coffee,grapefruit,winered",flour
"coffee,grapefruit","flour,winered"
"flour,lime,winered",coffee
"coffee,flour,lime",winered
"coffee,lime","flour,winered"
"coffee,mushroom,winered",flour
"coffee,mushroom","flour,winered"
"coffee,orange,pork",flour
"coffee,orange,veal",flour
"coffee,flour,orange",winered
"coffee,orange","flour,winered"
"coffee,orange,winewhite",flour
"coffee,flour,pasta",winered
"coffee,pasta,winered",flour
"coffee,pasta","flour,winered"
"flour,pork,spongecake",coffee
"coffee,pork,spongecake",flour
"coffee,pork,veal",flour
"flour,pork,winered",coffee
"coffee,pork","flour,winered"
"flour,pork,winewhite",coffee
"coffee,pork,winewhite",flour
"flour,potato,winered",coffee
"coffee,flour,potato",winered
"coffee,potato,winered",flour
"coffee,potato","flour,winered"
"coffee,flour,softdrink",winered
"coffee,spongecake,veal",flour
"flour,spongecake,winered",coffee
"coffee,flour,spongecake",winered
"coffee,spongecake","flour,winered"
"flour,spongecake,winewhite",coffee
"coffee,spongecake,winewhite",flour
"flour,veal,winered",coffee
"coffee,flour,veal",winered
"coffee,veal","flour,winered"
"flour,veal,winewhite",coffee
"coffee,veal,winewhite",flour
"flour,water,winered",coffee
"flour,water,winewhite",coffee
"flour,wine,winered",coffee
"coffee,flour,wine",winered
"coffee,wine","flour,winered"
"flour,winered,winewhite",coffee
"coffee,flour,winewhite",winered
"coffee,winewhite","flour,winered"
"coffee,orange,pork",winered
"coffee,orange,spongecake",winered
"orange,veal,winered",coffee
"coffee,orange,veal",winered
"orange,winered,winewhite",coffee
"coffee,orange,winewhite",winered
"pork,spongecake,winered",coffee
"coffee,pork,spongecake",winered
"pork,winered,winewhite",coffee
"coffee,pork,winewhite",winered
"coffee,softdrink,winewhite",winered
"spongecake,veal,winered",coffee
"coffee,spongecake,veal",winered
"spongecake,winered,winewhite",coffee
"coffee,spongecake,winewhite",winered
"veal,winered,winewhite",coffee
"coffee,veal,winewhite",winered
"cornflour,flour,spongecake",winered
"cornflour,spongecake","flour,winered"
"fruitjuice,winered,winewhite",flour
"grapefruit,orange","flour,winered"
"flour,grapefruit,winewhite",winered
"grapefruit,winered,winewhite",flour
"grapefruit,winewhite","flour,winered"
"flour,lime,orange",winered
"lime,orange","flour,winered"
"mushroom,winered,winewhite",flour
"flour,orange,softdrink",winered
"orange,softdrink","flour,winered"
"flour,orange,spongecake",winered
"orange,spongecake","flour,winered"
"orange,spongecake,winewhite",flour
"orange,veal","flour,winered"
"orange,veal,winewhite",flour
"flour,pasta,winewhite",winered
"pasta,winered,winewhite",flour
"pasta,winewhite","flour,winered"
"pork,softdrink","flour,winered"
"pork,spongecake,winered",flour
"flour,pork,spongecake",winered
"pork,spongecake","flour,winered"
"pork,veal,winered",flour
"pork,veal","flour,winered"
"flour,potato,winewhite",winered
"potato,winewhite","flour,winered"
"flour,softdrink,spongecake",winered
"softdrink,spongecake","flour,winered"
"softdrink,veal,winered",flour
"flour,softdrink,winewhite",winered
"softdrink,winewhite","flour,winered"
"flour,spongecake,veal",winered
"spongecake,veal,winered",flour
"spongecake,veal","flour,winered"
"flour,spongecake,winewhite",winered
"spongecake,winered,winewhite",flour
"spongecake,winewhite","flour,winered"
"veal,winered,winewhite",flour
"veal,winewhite","flour,winered"
"flour,wine,winewhite",winered
"wine,winered,winewhite",flour
"wine,winewhite","flour,winered"
"orange,spongecake,winewhite",winered
"banana,beef,flour,winered",coffee
"banana,flour,winered","beef,coffee"
"banana,coffee,flour","beef,winered"
"beef,butter,chocolate,flour",winered
"beef,butter,chocolate,winered",flour
"butter,chocolate,flour","beef,winered"
"beef,butter,chocolate","flour,winered"
"butter,chocolate,winered","beef,flour"
"butter,chocolate","beef,flour,winered"
"beef,butter,flour,winered",coffee
"beef,butter,coffee,flour",winered
"butter,coffee,flour,winered",beef
"beef,butter,coffee,winered",flour
"butter,flour,winered","beef,coffee"
"butter,coffee,flour","beef,winered"
"beef,butter,winered","coffee,flour"
"beef,butter,coffee","flour,winered"
"butter,coffee,winered","beef,flour"
"butter,coffee","beef,flour,winered"
"butter,flour,winered,winewhite",beef
"beef,butter,winered,winewhite",flour
"beef,butter,winewhite","flour,winered"
"butter,winered,winewhite","beef,flour"
"butter,winewhite","beef,flour,winered"
"beef,chicken,chocolate,winered",flour
"beef,chicken,flour,winered",coffee
"chicken,coffee","beef,flour,winered"
"beef,chicken,flour,winewhite",coffee
"beef,chicken,coffee,winewhite",flour
"chicken,flour,winewhite","beef,coffee"
"chicken,coffee,winewhite","beef,flour"
"beef,chicken,winered,winewhite",coffee
"beef,chicken,coffee,winewhite",winered
"chicken,winered,winewhite","beef,coffee"
"chicken,coffee,winewhite","beef,winered"
"beef,chicken,spongecake","flour,winered"
"chicken,spongecake","beef,flour,winered"
"beef,chicken,winered,winewhite",flour
"chocolate,coffee,flour,orange",beef
"beef,chocolate,coffee,orange",flour
"chocolate,coffee,orange","beef,flour"
"beef,chocolate,flour,pork",coffee
"beef,chocolate,coffee,pork",flour
"chocolate,flour,pork","beef,coffee"
"chocolate,coffee,pork","beef,flour"
"beef,chocolate,flour,spongecake",coffee
"chocolate,coffee,flour,spongecake",beef
"beef,chocolate,coffee,spongecake",flour
"chocolate,coffee,spongecake","beef,flour"
"beef,chocolate,flour,veal",coffee
"beef,chocolate,coffee,veal",flour
"chocolate,coffee,veal","beef,flour"
"beef,chocolate,flour,winered",coffee
"chocolate,coffee,flour,winered",beef
"beef,chocolate,coffee,winered",flour
"chocolate,flour,winered","beef,coffee"
"beef,chocolate,coffee","flour,winered"
"chocolate,coffee,winered","beef,flour"
"chocolate,coffee","beef,flour,winered"
"beef,chocolate,flour,winewhite",coffee
"beef,chocolate,coffee,winewhite",flour
"chocolate,flour,winewhite","beef,coffee"
"chocolate,coffee,winewhite","beef,flour"
"beef,chocolate,orange,winered",coffee
"beef,chocolate,coffee,orange",winered
"chocolate,coffee,orange,winered",beef
"chocolate,coffee,orange","beef,winered"
"beef,chocolate,pork,winered",coffee
"chocolate,pork,winered","beef,coffee"
"beef,chocolate,spongecake,winered",coffee
"beef,chocolate,coffee,spongecake",winered
"chocolate,coffee,spongecake,winered",beef
"chocolate,spongecake,winered","beef,coffee"
"chocolate,coffee,spongecake","beef,winered"
"beef,chocolate,veal,winered",coffee
"chocolate,veal,winered","beef,coffee"
"chocolate,coffee,veal","beef,winered"
"beef,chocolate,winered,winewhite",coffee
"chocolate,winered,winewhite","beef,coffee"
"chocolate,coffee,winewhite","beef,winered"
"chocolate,cornflour,flour,winered",beef
"beef,chocolate,orange,winered",flour
"beef,chocolate,orange","flour,winered"
"chocolate,orange,winered","beef,flour"
"chocolate,orange","beef,flour,winered"
"beef,chocolate,orange,winewhite",flour
"chocolate,orange,winewhite","beef,flour"
"beef,chocolate,pork,winered",flour
"beef,chocolate,softdrink,winered",flour
"beef,chocolate,softdrink","flour,winered"
"chocolate,softdrink,winered","beef,flour"
"chocolate,softdrink","beef,flour,winered"
"beef,chocolate,spongecake,winered",flour
"beef,chocolate,spongecake","flour,winered"
"chocolate,spongecake,winered","beef,flour"
"chocolate,spongecake","beef,flour,winered"
"beef,chocolate,veal,winered",flour
"beef,chocolate,veal","flour,winered"
"chocolate,veal,winered","beef,flour"
"chocolate,veal","beef,flour,winered"
"beef,chocolate,winered,winewhite",flour
"chocolate,winered,winewhite","beef,flour"
"beef,cornflour,flour,winered",coffee
"coffee,cornflour,flour,winered",beef
"cornflour,flour,winered","beef,coffee"
"coffee,cornflour,flour","beef,winered"
"coffee,cornflour","beef,flour,winered"
"beef,cornflour,flour,winewhite",coffee
"coffee,cornflour,flour,winewhite",beef
"cornflour,flour,winewhite","beef,coffee"
"coffee,cornflour,winewhite","beef,flour"
"beef,cornflour,winered,winewhite",coffee
"coffee,cornflour,winered,winewhite",beef
"cornflour,winered,winewhite","beef,coffee"
"coffee,cornflour,winewhite","beef,winered"
"beef,flour,fruitjuice,winered",coffee
"beef,coffee,fruitjuice,winered",flour
"beef,coffee,flour,fruitjuice",winered
"flour,fruitjuice,winered","beef,coffee"
"coffee,flour,fruitjuice","beef,winered"
"beef,coffee,fruitjuice","flour,winered"
"coffee,fruitjuice","beef,flour,winered"
"beef,coffee,flour,grapefruit",winered
"beef,coffee,grapefruit,winered",flour
"coffee,flour,grapefruit","beef,winered"
"beef,coffee,grapefruit","flour,winered"
"coffee,grapefruit","beef,flour,winered"
"beef,flour,lime,winered",coffee
"beef,coffee,flour,lime",winered
"coffee,flour,lime,winered",beef
"flour,lime,winered","beef,coffee"
"coffee,flour,lime","beef,winered"
"beef,coffee,lime","flour,winered"
"coffee,lime","beef,flour,winered"
"coffee,flour,mushroom,winered",beef
"beef,coffee,mushroom,winered",flour
"coffee,mushroom,winered","beef,flour"
"coffee,mushroom","beef,flour,winered"
"beef,coffee,orange,pork",flour
"coffee,orange,pork","beef,flour"
"beef,coffee,orange,veal",flour
"coffee,orange,veal","beef,flour"
"beef,coffee,flour,orange",winered
"coffee,flour,orange","beef,winered"
"beef,coffee,orange","flour,winered"
"coffee,orange","beef,flour,winered"
"beef,coffee,flour,pasta",winered
"beef,coffee,pasta,winered",flour
"coffee,flour,pasta","beef,winered"
"beef,coffee,pasta","flour,winered"
"coffee,pasta,winered","beef,flour"
"coffee,pasta","beef,flour,winered"
"beef,flour,pork,spongecake",coffee
"coffee,flour,pork,spongecake",beef
"beef,coffee,pork,spongecake",flour
"flour,pork,spongecake","beef,coffee"
"coffee,pork,spongecake","beef,flour"
"coffee,flour,pork,veal",beef
"beef,coffee,pork,veal",flour
"coffee,pork,veal","beef,flour"
"beef,flour,pork,winered",coffee
"coffee,pork","beef,flour,winered"
"beef,flour,pork,winewhite",coffee
"beef,coffee,pork,winewhite",flour
"flour,pork,winewhite","beef,coffee"
"coffee,pork,winewhite","beef,flour"
"beef,flour,potato,winered",coffee
"beef,coffee,flour,potato",winered
"beef,coffee,potato,winered",flour
"flour,potato,winered","beef,coffee"
"coffee,flour,potato","beef,winered"
"beef,coffee,potato","flour,winered"
"coffee,potato,winered","beef,flour"
"coffee,potato","beef,flour,winered"
"coffee,flour,scallop,winered",beef
"coffee,flour,scallop,winewhite",beef
"beef,coffee,flour,softdrink",winered
"coffee,flour,softdrink,winered",beef
"coffee,flour,softdrink","beef,winered"
"coffee,flour,softdrink,winewhite",beef
"beef,flour,spongecake,veal",coffee
"beef,coffee,spongecake,veal",flour
"coffee,spongecake,veal","beef,flour"
"beef,flour,spongecake,winered",coffee
"beef,coffee,flour,spongecake",winered
"coffee,flour,spongecake,winered",beef
"flour,spongecake,winered","beef,coffee"
"coffee,flour,spongecake","beef,winered"
"beef,coffee,spongecake","flour,winered"
"coffee,spongecake,winered","beef,flour"
"coffee,spongecake","beef,flour,winered"
"beef,flour,spongecake,winewhite",coffee
"coffee,flour,spongecake,winewhite",beef
"beef,coffee,spongecake,winewhite",flour
"flour,spongecake,winewhite","beef,coffee"
"coffee,spongecake,winewhite","beef,flour"
"beef,flour,veal,winered",coffee
"coffee,flour,veal,winered",beef
"flour,veal,winered","beef,coffee"
"coffee,flour,veal","beef,winered"
"beef,coffee,veal","flour,winered"
"coffee,veal,winered","beef,flour"
"coffee,veal","beef,flour,winered"
"beef,flour,veal,winewhite",coffee
"coffee,flour,veal,winewhite",beef
"beef,coffee,veal,winewhite",flour
"flour,veal,winewhite","beef,coffee"
"coffee,veal,winewhite","beef,flour"
"beef,flour,water,winered",coffee
"coffee,flour,water,winered",beef
"flour,water,winered","beef,coffee"
"beef,flour,wine,winered",coffee
"beef,coffee,flour,wine",winered
"coffee,flour,wine,winered",beef
"flour,wine,winered","beef,coffee"
"coffee,flour,wine","beef,winered"
"beef,coffee,wine","flour,winered"
"coffee,wine,winered","beef,flour"
"coffee,wine","beef,flour,winered"
"beef,flour,winered,winewhite",coffee
"beef,coffee,flour,winewhite",winered
"flour,winered,winewhite","beef,coffee"
"coffee,flour,winewhite","beef,winered"
"beef,coffee,winewhite","flour,winered"
"coffee,winewhite","beef,flour,winered"
"beef,coffee,orange,pork",winered
"coffee,orange,pork","beef,winered"
"beef,coffee,orange,spongecake",winered
"coffee,orange,spongecake","beef,winered"
"beef,orange,veal,winered",coffee
"beef,coffee,orange,veal",winered
"coffee,orange,veal","beef,winered"
"beef,orange,winered,winewhite",coffee
"beef,coffee,orange,winewhite",winered
"orange,winered,winewhite","beef,coffee"
"coffee,orange,winewhite","beef,winered"
"beef,pork,spongecake,winered",coffee
"beef,coffee,pork,spongecake",winered
"coffee,pork,spongecake,winered",beef
"pork,spongecake,winered","beef,coffee"
"coffee,pork,spongecake","beef,winered"
"beef,pork,veal,winered",coffee
"coffee,pork,veal,winered",beef
"beef,pork,winered,winewhite",coffee
"beef,coffee,pork,winewhite",winered
"pork,winered,winewhite","beef,coffee"
"coffee,pork,winewhite","beef,winered"
"coffee,scallop,winered,winewhite",beef
"beef,coffee,softdrink,winewhite",winered
"coffee,softdrink,winered,winewhite",beef
"coffee,softdrink,winewhite","beef,winered"
"beef,spongecake,veal,winered",coffee
"beef,coffee,spongecake,veal",winered
"spongecake,veal,winered","beef,coffee"
"coffee,spongecake,veal","beef,winered"
"beef,spongecake,winered,winewhite",coffee
"beef,coffee,spongecake,winewhite",winered
"coffee,spongecake,winered,winewhite",beef
"spongecake,winered,winewhite","beef,coffee"
"coffee,spongecake,winewhite","beef,winered"
"beef,veal,winered,winewhite",coffee
"beef,coffee,veal,winewhite",winered
"coffee,veal,winered,winewhite",beef
"veal,winered,winewhite","beef,coffee"
"coffee,veal,winewhite","beef,winered"
"cornflour,flour,orange,winered",beef
"beef,cornflour,flour,spongecake",winered
"cornflour,flour,spongecake,winered",beef
"cornflour,flour,spongecake","beef,winered"
"beef,cornflour,spongecake","flour,winered"
"cornflour,spongecake","beef,flour,winered"
"cornflour,flour,veal,winered",beef
"beef,flour,grapefruit,winewhite",winered
"beef,grapefruit,winered,winewhite",flour
"beef,grapefruit,winewhite","flour,winered"
"grapefruit,winewhite","beef,flour,winered"
"beef,flour,lime,orange",winered
"flour,lime,orange,winered",beef
"flour,lime,orange","beef,winered"
"beef,lime,orange","flour,winered"
"lime,orange","beef,flour,winered"
"flour,lime,winered,winewhite",beef
"lime,winered,winewhite","beef,flour"
"lime,winewhite","beef,flour,winered"
"flour,mushroom,winered,winewhite",beef
"beef,mushroom,winered,winewhite",flour
"mushroom,winered,winewhite","beef,flour"
"beef,flour,orange,softdrink",winered
"flour,orange,softdrink","beef,winered"
"beef,orange,softdrink","flour,winered"
"orange,softdrink","beef,flour,winered"
"beef,flour,orange,spongecake",winered
"flour,orange,spongecake","beef,winered"
"beef,orange,spongecake","flour,winered"
"orange,spongecake","beef,flour,winered"
"beef,orange,spongecake,winewhite",flour
"beef,orange,veal","flour,winered"
"orange,veal","beef,flour,winered"
"beef,orange,veal,winewhite",flour
"orange,veal,winewhite","beef,flour"
"flour,orange,water,winered",beef
"beef,flour,pasta,winewhite",winered
"beef,pasta,winewhite","flour,winered"
"pasta,winewhite","beef,flour,winered"
"beef,pork,softdrink","flour,winered"
"pork,softdrink","beef,flour,winered"
"beef,flour,pork,spongecake",winered
"beef,pork,spongecake,winered",flour
"flour,pork,spongecake","beef,winered"
"beef,pork,spongecake","flour,winered"
"pork,spongecake","beef,flour,winered"
"beef,pork,veal,winered",flour
"pork,veal,winered","beef,flour"
"beef,flour,potato,winewhite",winered
"flour,potato,winewhite","beef,winered"
"beef,potato,winewhite","flour,winered"
"potato,winewhite","beef,flour,winered"
"beef,flour,softdrink,spongecake",winered
"flour,softdrink,spongecake","beef,winered"
"beef,softdrink,spongecake","flour,winered"
"softdrink,spongecake","beef,flour,winered"
"beef,softdrink,veal,winered",flour
"beef,spongecake,veal,winered",flour
"beef,spongecake,veal","flour,winered"
"spongecake,veal,winered","beef,flour"
"spongecake,veal","beef,flour,winered"
"beef,flour,spongecake,winewhite",winered
"beef,spongecake,winered,winewhite",flour
"flour,spongecake,winewhite","beef,winered"
"beef,spongecake,winewhite","flour,winered"
"spongecake,winered,winewhite","beef,flour"
"spongecake,winewhite","beef,flour,winered"
"beef,veal,winered,winewhite",flour
"beef,veal,winewhite","flour,winered"
"veal,winered,winewhite","beef,flour"
"veal,winewhite","beef,flour,winered"
"flour,water,winered,winewhite",beef
"beef,flour,wine,winewhite",winered
"flour,wine,winered,winewhite",beef
"beef,wine,winered,winewhite",flour
"flour,wine,winewhite","beef,winered"
"beef,wine,winewhite","flour,winered"
"wine,winered,winewhite","beef,flour"
"wine,winewhite","beef,flour,winered"
"beef,orange,spongecake,winewhite",winered
"orange,spongecake,winewhite","beef,winered"
"chicken,flour,winered,winewhite",coffee
"chicken,coffee,flour,winewhite",winered
"chicken,coffee,winewhite","flour,winered"
"chocolate,coffee,orange,winered",flour
"chocolate,coffee,orange","flour,winered"
"chocolate,flour,winered,winewhite",coffee
"chocolate,coffee,winered,winewhite",flour
"chocolate,coffee,winewhite","flour,winered"
"coffee,orange,pork","flour,winered"
"coffee,flour,orange,spongecake",winered
"coffee,orange,spongecake","flour,winered"
"flour,orange,winered,winewhite",coffee
"coffee,flour,orange,winewhite",winered
"coffee,orange,winewhite","flour,winered"
"flour,pork,winered,winewhite",coffee
"coffee,pork,winewhite","flour,winered"
"flour,spongecake,winered,winewhite",coffee
"coffee,flour,spongecake,winewhite",winered
"coffee,spongecake,winered,winewhite",flour
"coffee,spongecake,winewhite","flour,winered"
"flour,veal,winered,winewhite",coffee
"coffee,flour,veal,winewhite",winered
"coffee,veal,winered,winewhite",flour
"coffee,veal,winewhite","flour,winered"
"beef,chicken,flour,winered,winewhite",coffee
"chicken,flour,winered,winewhite","beef,coffee"
"beef,chicken,coffee,winewhite","flour,winered"
"chicken,coffee,winewhite","beef,flour,winered"
"beef,chocolate,coffee,orange,winered",flour
"beef,chocolate,coffee,orange","flour,winered"
"chocolate,coffee,orange,winered","beef,flour"
"chocolate,coffee,orange","beef,flour,winered"
"beef,chocolate,flour,winered,winewhite",coffee
"beef,chocolate,coffee,winered,winewhite",flour
"chocolate,flour,winered,winewhite","beef,coffee"
"beef,chocolate,coffee,winewhite","flour,winered"
"chocolate,coffee,winered,winewhite","beef,flour"
"chocolate,coffee,winewhite","beef,flour,winered"
"beef,coffee,orange,pork","flour,winered"
"coffee,orange,pork","beef,flour,winered"
"beef,flour,orange,winered,winewhite",coffee
"beef,coffee,flour,orange,winewhite",winered
"flour,orange,winered,winewhite","beef,coffee"
"coffee,flour,orange,winewhite","beef,winered"
"beef,coffee,orange,winewhite","flour,winered"
"coffee,orange,winewhite","beef,flour,winered"
"beef,flour,pork,winered,winewhite",coffee
"flour,pork,winered,winewhite","beef,coffee"
"beef,coffee,pork,winewhite","flour,winered"
"coffee,pork,winewhite","beef,flour,winered"
"beef,flour,spongecake,winered,winewhite",coffee
"beef,coffee,flour,spongecake,winewhite",winered
"coffee,flour,spongecake,winered,winewhite",beef
"beef,coffee,spongecake,winered,winewhite",flour
"flour,spongecake,winered,winewhite","beef,coffee"
"coffee,flour,spongecake,winewhite","beef,winered"
"beef,coffee,spongecake,winewhite","flour,winered"
"coffee,spongecake,winered,winewhite","beef,flour"
"coffee,spongecake,winewhite","beef,flour,winered"
"beef,flour,veal,winered,winewhite",coffee
"beef,coffee,flour,veal,winewhite",winered
"coffee,flour,veal,winered,winewhite",beef
"beef,coffee,veal,winered,winewhite",flour
"flour,veal,winered,winewhite","beef,coffee"
"coffee,flour,veal,winewhite","beef,winered"
"beef,coffee,veal,winewhite","flour,winered"
"coffee,veal,winered,winewhite","beef,flour"
"coffee,veal,winewhite","beef,flour,winered"
